position_id,asset,side,ret_1_dir,ret_6_dir,ret_12_dir,ret_48_dir,sigma_bar_pct,vol_percentile,imbalance_dir,spread_bps,depth_log,fv_edge_bps,basis_dir,volume_z,funding_dir,mom_dir,drawdown_pct,regime_bull_quiet,regime_bull_vol,regime_range,regime_bear,regime_crisis,corr_fast,corr_shift,turbulence_pct,sent_dir,sent_fear,fear_greed,dominance_delta,equity_risk_z,hour_sin,hour_cos,weekend,imbalance_delta_dir,other_ret_6_dir,depth_ratio,mtf_align,pd_zone,liq_pocket_pull,fvg_pull,fvg_liq_confluence,poc_dist,va_pos,regime_age,funding_dist,venue_disloc_dir,th_grid,th_metronome,th_clockwork,th_stopzone,th_barclose,opt_pcr_z,opt_oi_pcr_z,opt_iv_skew,manip_suspect,pat_engulf_dir,pat_hammer_dir,pat_marubozu_dir,direction,gate_confidence,label,net_pnl_usd,source,ts,signal_ts
cand-1,ETH,short,-0.545938,-0.214915,0.427145,-0.352827,0.143901,0.430000,0.889786,0.005612,0.852458,0.005315,0.147547,-0.948205,-0.039488,0.333333,0.465007,0.000000,0.000000,1.000000,0.000000,0.000000,0.808053,-0.042632,0.140000,-0.002765,0.000000,0.280000,0.000000,0.000000,0.350207,-0.936672,0.000000,-0.000000,-0.047095,1.350973,0.000000,0.413913,0.866498,0.000000,0.000000,0.041493,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-1.000000,0.875000,1,0.00,candidate,1783968013,
cand-2,BTC,long,0.031330,0.103043,-0.096957,0.630310,0.091106,0.303333,1.056436,0.001586,0.889597,-0.000987,-0.000533,-1.188575,-0.004804,-1.000000,0.347429,0.000000,0.000000,1.000000,0.000000,0.000000,0.846276,-0.032533,0.140000,0.002765,0.000000,0.280000,0.000000,0.000000,0.342020,-0.939693,0.000000,0.000000,0.036472,1.243818,1.000000,0.652052,0.901422,0.000000,0.000000,0.078940,0.017237,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.750000,0,0.00,candidate,1783968324,
cand-3,ETH,short,-0.066905,-0.085164,0.409700,-0.249671,0.142565,0.426667,0.390839,0.005612,0.839678,0.021814,0.192756,-1.125861,-0.039124,0.333333,0.465007,0.000000,0.000000,1.000000,0.000000,0.000000,0.866552,-0.025928,0.140000,-0.002765,0.000000,0.280000,0.000000,0.000000,0.337917,-0.941176,0.000000,-0.116704,-0.023947,0.994125,0.000000,0.391884,0.873577,0.000000,0.000000,0.037237,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-1.000000,0.750000,1,0.00,candidate,1783968324,
cand-4,BTC,short,2.571064,0.961566,0.845636,-0.239529,0.093367,0.350000,1.069019,0.001590,0.858869,-2.011387,-2.362906,2.566451,0.004472,1.000000,0.347429,0.000000,0.000000,1.000000,0.000000,0.000000,0.826928,0.094044,0.140000,-0.002765,0.000000,0.280000,0.000000,0.000000,0.333807,-0.942641,0.000000,1.370044,0.140403,0.878864,0.000000,0.366604,0.895884,0.000000,0.000000,-0.010754,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-1.000000,0.750000,1,0.00,candidate,1783968324,
cand-5,BTC,short,0.467263,1.532080,1.032310,-0.211875,0.093247,0.350000,0.607899,0.001591,0.930319,0.000000,-0.377908,0.408521,0.005139,1.000000,0.347429,0.000000,0.000000,1.000000,0.000000,0.000000,0.842156,0.055874,0.140000,-0.002765,0.000000,0.280000,-0.014357,0.000000,0.317305,-0.948324,0.000000,-0.285321,0.412244,2.627707,0.000000,0.295709,0.915968,0.000000,0.000000,-0.022848,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-1.000000,1.000000,1,0.00,candidate,1783968606,
cand-6,BTC,short,-0.275982,0.898922,0.778889,-0.377118,0.093295,0.350000,0.560236,0.001590,0.842114,0.000000,0.233583,-0.751368,0.006481,1.000000,0.347429,0.000000,0.000000,1.000000,0.000000,0.000000,0.886175,0.058473,0.140000,-0.002706,0.000000,0.280000,-0.014357,0.000000,0.296542,-0.955020,0.000000,-0.047664,0.202725,0.696402,0.000000,0.395522,0.887699,0.000000,0.000000,-0.005825,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-1.000000,0.750000,1,0.00,candidate,1783968930,
cand-7,ETH,short,-0.141778,0.319740,0.602725,-0.134797,0.142701,0.426667,0.617432,0.005623,0.827989,0.029985,0.065771,-1.291930,-0.036782,0.333333,0.466066,0.000000,0.000000,1.000000,0.000000,0.000000,0.429769,-0.042986,0.184000,-0.002641,0.000000,0.280000,0.000000,0.000000,0.275637,-0.961262,0.000000,-0.000000,0.242922,0.927219,0.000000,0.228406,0.926199,0.000000,0.000000,-0.010150,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-1.000000,0.750000,1,0.00,candidate,1783969212,
cand-8,BTC,short,-0.832466,1.273823,0.916859,-0.375247,0.093635,0.350000,0.523381,0.001591,0.863009,0.000000,0.226199,-0.990009,0.005891,1.000000,0.349221,0.000000,0.000000,1.000000,0.000000,0.000000,0.910072,0.023542,0.184000,-0.002641,0.000000,0.280000,0.000000,0.000000,0.258819,-0.965926,0.000000,-0.000000,0.041550,1.082446,0.000000,0.310554,0.913283,0.000000,0.000000,-0.026268,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-1.000000,0.875000,1,0.00,candidate,1783969524,
cand-9,BTC,long,1.956051,-0.797078,-0.579570,0.534570,0.094694,0.360000,1.213284,0.001590,0.903543,0.000000,-0.240312,-0.048603,-0.005460,-1.000000,0.349221,0.000000,0.000000,1.000000,0.000000,0.000000,0.832900,0.013367,0.184000,0.002641,0.000000,0.280000,0.000000,0.000000,0.246153,-0.969231,0.000000,1.736665,0.026381,1.836785,0.000000,0.438686,0.843431,0.000000,0.000000,-0.004796,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.875000,0,0.00,candidate,1783969524,
cand-10,BTC,long,1.700735,-0.103848,-0.012480,0.581920,0.095391,0.366667,0.991983,0.001587,0.881517,-0.188236,-0.691344,-0.077686,-0.004491,-1.000000,0.349221,0.000000,0.000000,1.000000,0.000000,0.000000,0.907067,0.046160,0.184000,0.002641,0.000000,0.280000,-0.020116,0.000000,0.233445,-0.972370,0.000000,-0.041628,0.053291,1.070069,0.000000,0.591984,0.892354,0.000000,0.000000,0.024428,0.017815,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.875000,0,0.00,candidate,1783969814,
cand-11,ETH,short,-1.039931,-0.152125,-0.198197,-0.231192,0.143013,0.426667,0.321890,0.005611,0.816531,0.030997,0.502698,-0.290338,-0.037287,0.333333,0.466066,0.000000,0.000000,1.000000,0.000000,0.000000,0.907067,0.046160,0.184000,-0.002641,0.000000,0.280000,-0.020116,0.000000,0.233445,-0.972370,0.000000,0.131078,0.024265,0.852464,0.000000,0.429495,0.863350,0.000000,0.000000,0.033655,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-1.000000,0.750000,1,0.00,candidate,1783969814,
cand-12,ETH,long,1.311746,0.263637,0.276867,0.270263,0.143299,0.426667,0.661154,0.005608,0.804662,-0.026403,-0.450282,0.632439,0.037397,-0.333333,0.466066,0.000000,0.000000,1.000000,0.000000,0.000000,0.879747,0.044246,0.184000,0.002641,0.000000,0.280000,-0.020116,0.000000,0.220697,-0.975342,0.000000,1.220630,0.051207,0.751964,0.000000,0.470623,0.831638,0.627958,0.000000,0.041490,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.875000,0,0.00,candidate,1783969814,
5f55d0e5-8212-4d61-ad54-8ca7b8f5a028,BTC,long,0.210609,0.557616,1.168467,0.425266,0.085287,0.280000,0.406222,0.001605,0.890562,0.000000,0.218747,0.477663,0.063966,-1.000000,0.347965,0.000000,0.000000,1.000000,0.000000,0.000000,0.653244,-0.267957,0.000000,0.002813,0.000000,0.220000,0.006230,0.000000,0.156434,0.987688,0.000000,0.377690,0.288035,1.467113,1.000000,0.822654,0.941414,0.000000,0.000000,0.103112,0.045232,0.022624,0.923744,-0.564578,0.009000,0.000000,0.000000,0.240000,0.055000,0.000000,0.000000,-0.233918,0.000000,0.000000,-0.515194,0.126840,1.000000,1.000000,1,0.00,live,1783990541,1783990541
f847b360-518c-4c1a-971c-f5ac28820015,BTC,long,-0.132567,0.913773,-0.009568,1.625566,0.082056,0.243333,0.581397,0.001602,0.844062,0.000000,0.197470,-0.577691,0.044597,-0.333333,0.345535,0.000000,0.000000,1.000000,0.000000,0.000000,0.954420,0.063706,0.020000,0.002916,0.000000,0.220000,0.009373,0.000000,0.728371,0.685183,0.000000,0.502801,0.181551,0.773850,1.000000,0.801942,0.923850,0.000000,0.000000,-0.008315,0.000000,0.002177,0.608795,-0.529919,0.022000,0.000000,0.000000,0.344000,0.010000,0.000000,0.000000,-0.241502,0.000000,0.000000,-0.673523,-0.088010,1.000000,0.750000,1,0.02,live,1784005721,1784005721
cand-104,BTC,short,0.510702,-1.088245,-1.909962,-0.027009,0.085804,0.283333,0.753410,0.001607,0.832467,-0.268429,-0.317136,2.640484,-0.066323,1.000000,0.347965,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.003204,0.000000,0.220000,0.000000,0.000000,0.021815,0.999762,0.000000,-0.000000,-0.467570,0.853307,-1.000000,0.872298,0.766774,0.974526,1.000000,0.081693,0.000000,0.001367,0.987518,0.427676,0.016000,0.000000,0.000000,0.644000,0.000000,0.000000,0.000000,0.000000,0.184344,-0.000000,0.176211,0.347275,-1.000000,0.875000,0,0.00,candidate,1784016334,1784016334
cand-105,ETH,long,0.128372,1.654828,2.148393,0.221877,0.122872,0.320000,1.040536,0.073122,0.773084,0.000000,-0.565019,-0.251828,0.013353,-0.333333,0.467491,0.000000,0.000000,1.000000,0.000000,0.000000,0.967215,-0.018735,0.000000,0.003204,0.000000,0.220000,0.000000,0.000000,0.052336,0.998630,0.000000,0.000000,0.320820,0.724062,1.000000,0.904203,0.952496,0.000000,0.000000,0.094053,0.000000,0.006047,0.973476,-0.685750,0.002000,0.000000,0.000000,0.944000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.521461,0.082857,1.000000,0.750000,1,0.00,candidate,1784016619,1784016619
cand-106,BTC,long,0.554068,1.527390,1.708209,0.310377,0.085750,0.283333,0.124718,0.001604,0.879796,0.000000,-0.419794,-0.168110,0.066110,-1.000000,0.347965,0.000000,0.000000,1.000000,0.000000,0.000000,0.967215,-0.018735,0.000000,0.003204,0.000000,0.220000,0.000000,0.000000,0.052336,0.998630,0.000000,0.857458,0.498061,1.163773,1.000000,0.931545,0.981706,0.000000,0.000000,0.084297,0.035785,0.006047,0.973476,-0.890250,0.013000,0.000000,0.000000,0.955000,0.000000,0.000000,0.000000,0.000000,0.000000,0.540146,0.367989,0.392053,1.000000,1.000000,1,0.00,candidate,1784016619,1784016619
cand-107,ETH,long,1.738154,2.345287,2.423419,0.552787,0.124310,0.330000,0.373418,0.039401,0.783404,0.000000,0.354569,2.956010,0.012970,-0.333333,0.467491,0.000000,0.000000,1.000000,0.000000,0.000000,0.984945,-0.000299,0.000000,0.003204,0.000000,0.220000,0.020626,0.000000,0.065403,0.997859,0.000000,0.038972,0.513710,1.013775,1.000000,0.924616,0.957657,0.000000,0.000000,0.143681,0.039084,0.007862,0.968033,-0.534448,0.003000,0.000000,0.000000,0.081000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.137715,0.628900,1.000000,0.875000,0,0.00,candidate,1784016913,1784016913
cand-108,BTC,long,1.799197,2.411056,2.056747,0.583279,0.086983,0.286667,-0.016400,0.001604,0.834985,0.000000,0.309665,3.660888,0.066555,-1.000000,0.347965,0.000000,0.000000,1.000000,0.000000,0.000000,0.984945,-0.000299,0.000000,0.003204,0.000000,0.220000,0.020626,0.000000,0.065403,0.997859,0.000000,-1.178088,0.714132,0.644407,1.000000,0.911003,0.970626,0.000000,0.000000,0.115441,0.056322,0.007862,0.968033,-0.312653,0.010000,0.000000,0.000000,0.101000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.130073,0.639344,1.000000,1.000000,0,0.00,candidate,1784016913,1784016913
cand-109,BTC,long,-1.233075,1.169439,1.330671,0.677327,0.087235,0.290000,0.622332,0.001606,0.845900,0.000000,0.377275,0.145713,0.066060,-1.000000,0.347965,0.000000,0.000000,1.000000,0.000000,0.000000,0.987905,0.000477,0.000000,0.002819,0.000000,0.220000,0.020626,0.000000,0.087156,0.996195,0.000000,-0.166208,0.287981,0.759037,1.000000,0.802427,0.934719,0.000000,0.000000,0.094822,0.025401,0.011629,0.956731,-0.756028,0.022000,0.000000,0.000000,0.906000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.077559,-0.721505,1.000000,0.875000,1,0.00,candidate,1784017230,1784017230
cand-110,ETH,long,-0.969057,0.946602,1.682930,0.601927,0.124200,0.330000,0.092640,0.101259,0.698084,-0.160845,-0.694088,0.258705,0.011998,-0.333333,0.467491,0.000000,0.000000,1.000000,0.000000,0.000000,0.987881,0.000315,0.000000,0.002819,0.000000,0.220000,0.020626,0.000000,0.091502,0.995805,0.000000,-0.280778,0.249887,0.320553,1.000000,0.853235,0.917463,0.000000,0.000000,0.119768,0.014980,0.011989,0.955651,-0.607185,0.002000,0.000000,0.000000,0.126000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.091768,-0.697068,1.000000,0.875000,0,0.00,candidate,1784017230,1784017230
cand-111,BTC,long,0.795477,0.530371,1.249270,0.578344,0.087277,0.290000,1.056426,0.001605,0.894669,0.000000,-0.246182,0.220005,0.064288,-1.000000,0.347965,0.000000,0.000000,1.000000,0.000000,0.000000,0.881944,-0.084461,0.000000,0.002819,0.000000,0.220000,-0.016531,0.000000,0.104528,0.994522,0.000000,-0.174312,0.287981,1.577478,1.000000,0.872492,0.957899,0.000000,0.000000,0.108637,0.039309,0.014524,0.948044,-0.818394,0.018000,0.000000,0.000000,0.205000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.265029,0.381963,1.000000,1.000000,1,0.00,candidate,1784017514,1784017514
cand-112,BTC,long,-0.781169,0.259083,1.123876,0.424036,0.086207,0.283333,1.179738,0.001605,0.840059,0.000000,-0.056885,0.347243,0.064590,-1.000000,0.347965,0.000000,0.000000,1.000000,0.000000,0.000000,0.784117,-0.159530,0.000000,0.002819,0.000000,0.220000,-0.016531,0.000000,0.139173,0.990268,0.000000,1.140661,0.106936,0.724885,1.000000,0.804531,0.935415,0.000000,0.000000,0.094618,0.023391,0.019922,0.931852,-0.573991,0.018000,0.000000,0.000000,0.282000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.330335,-0.425253,1.000000,0.875000,1,0.00,candidate,1784017841,1784017841
cand-113,ETH,long,-0.486160,0.352725,1.487297,0.569486,0.123769,0.330000,0.804317,0.045016,0.815101,0.000000,0.032066,0.236109,0.008859,-0.333333,0.467491,0.000000,0.000000,1.000000,0.000000,0.000000,0.784111,-0.160049,0.000000,0.002819,0.000000,0.220000,-0.016531,0.000000,0.143493,0.989651,0.000000,0.097649,0.054709,1.834029,1.000000,0.877919,0.931373,0.000000,0.000000,0.128043,0.023315,0.020281,0.930774,-0.621399,0.011000,0.000000,0.000000,0.066000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.460605,-0.321321,1.000000,1.000000,0,0.00,candidate,1784017841,1784017841
cand-114,BTC,long,0.210609,0.557616,1.168467,0.425266,0.085287,0.280000,0.406222,0.001605,0.890562,0.000000,0.218747,0.477663,0.063966,-1.000000,0.347965,0.000000,0.000000,1.000000,0.000000,0.000000,0.653244,-0.267957,0.000000,0.002813,0.000000,0.220000,0.006230,0.000000,0.156434,0.987688,0.000000,0.377690,0.288035,1.467113,1.000000,0.822654,0.941414,0.000000,0.000000,0.103112,0.045232,0.022624,0.923744,-0.564578,0.009000,0.000000,0.000000,0.240000,0.055000,0.000000,0.000000,-0.233918,0.000000,0.000000,-0.515194,0.126840,1.000000,1.000000,1,0.00,candidate,1784018125,1784018125
cand-115,BTC,short,-0.210609,-0.557616,-1.168467,-0.425266,0.085287,0.280000,0.776395,0.001605,0.859246,-0.000324,-0.344742,0.477663,-0.063839,1.000000,0.347965,0.000000,0.000000,1.000000,0.000000,0.000000,0.650746,-0.272073,0.000000,-0.002813,0.000000,0.220000,0.006230,0.000000,0.165048,0.986286,0.000000,1.182616,-0.288035,0.917177,-1.000000,0.822654,0.728238,0.890873,1.000000,0.103112,0.045232,0.023703,0.920508,0.460554,0.010000,0.000000,0.000000,0.307000,0.047000,0.000000,0.000000,-0.233918,0.000000,-0.000000,0.515194,-0.126840,-1.000000,1.000000,0,0.00,candidate,1784018125,1784018125
cand-116,ETH,long,1.087796,0.948120,1.758723,0.760851,0.124024,0.330000,0.371247,0.078714,0.792471,0.000000,0.314135,1.953351,0.007855,-0.333333,0.467491,0.000000,0.000000,1.000000,0.000000,0.000000,0.650014,-0.273327,0.000000,0.002813,0.000000,0.220000,0.006230,0.000000,0.165048,0.986286,0.000000,0.434135,0.116492,1.329015,1.000000,0.908861,0.946071,0.000000,0.000000,0.161450,0.052042,0.024063,0.919429,-0.410271,0.005000,0.000000,0.000000,0.269000,0.000000,0.000000,0.000000,-0.233918,0.000000,1.000000,-0.297521,0.454545,1.000000,0.875000,0,0.00,candidate,1784018125,1784018125
cand-117,ETH,long,-0.198851,0.812913,1.731365,0.712638,0.124316,0.330000,1.093004,0.005619,0.776670,0.000000,-0.293659,-0.049785,0.007630,-0.333333,0.467491,0.000000,0.000000,1.000000,0.000000,0.000000,0.659609,-0.264739,0.000000,0.002813,0.000000,0.220000,0.006230,0.000000,0.173648,0.984808,0.000000,0.721757,0.031127,1.061823,1.000000,0.894937,0.937817,0.000000,0.000000,0.156545,0.047085,0.025503,0.915110,-0.443704,0.003000,0.000000,0.000000,0.850000,0.003000,0.000000,0.000000,-0.233918,0.000000,0.000000,-0.369377,-0.112565,1.000000,0.875000,0,0.00,candidate,1784018410,1784018410
cand-118,ETH,long,0.684337,0.557144,1.064308,1.014633,0.124015,0.330000,0.077288,0.084241,0.782581,0.000000,-0.333214,-0.731975,0.006861,-0.333333,0.467491,0.000000,0.000000,1.000000,0.000000,0.000000,0.880320,-0.054306,0.000000,0.002522,0.000000,0.220000,-0.003129,0.000000,0.224951,0.974370,0.000000,-0.082887,0.010425,1.024623,1.000000,0.904747,0.943633,0.000000,0.000000,0.160001,0.050577,0.033551,0.890966,-0.533239,0.008000,0.000000,0.000000,0.641000,0.000000,0.000000,0.000000,-0.233918,0.000000,0.629167,-0.063744,0.747525,1.000000,0.750000,0,0.00,candidate,1784019003,1784019003
